% mention
@RELATION men

@ATTRIBUTE gn {MASC, FEM}
@ATTRIBUTE gn1 {MASC, FEM}
@ATTRIBUTE num1 {SING, PLUR}
@ATTRIBUTE num {SING, PLUR}
@ATTRIBUTE en {PERS, LOC, ORG, FUNC}
@ATTRIBUTE en1 {PERS, LOC, ORG, FUNC}
@ATTRIBUTE gp {CASE=YES, CASE=NO}
@ATTRIBUTE gp1 {CASE=YES, CASE=NO}
@ATTRIBUTE id_form {YES, NO}
@ATTRIBUTE subform {YES, NO}
@ATTRIBUTE inc_rate REAL
@ATTRIBUTE dis_men REAL
@ATTRIBUTE dis_phrase REAL
@ATTRIBUTE dis_char REAL
@ATTRIBUTE sys_tag {PR, N}
@ATTRIBUTE sys_tag1 {PR, N}

@DATA
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,48,13,0,-62,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,38,12,4,-79,N,PR
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,57,11,2,-153,N,N
FEM,MASC,PERS,?,SING,SING,?,?,NO,NO,49,10,3,-197,N,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,48,9,3,-219,N,N
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,40,8,3,-250,N,N
?,MASC,PERS,?,PLUR,SING,?,?,NO,NO,44,7,3,-271,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,42,6,3,-309,N,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,32,5,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,39,4,4,-337,N,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,45,3,4,-356,N,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,56,2,4,-380,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,42,1,4,-425,N,PR
MASC,MASC,?,?,SING,SING,?,?,YES,YES,100,0,0,0,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,YES,70,-1,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,38,-2,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,41,-3,0,0,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,40,-4,0,0,N,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,44,-5,0,0,N,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,38,-6,0,0,N,N
?,MASC,?,?,?,SING,?,?,NO,NO,41,-7,0,0,N,PR
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,45,-8,0,0,N,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,38,-9,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,42,-10,0,0,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,40,-11,0,0,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,42,-12,0,0,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,29,-13,0,0,N,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,43,-14,0,0,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,52,-15,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,52,-16,0,0,N,N
?,MASC,?,?,SING,SING,?,?,NO,YES,46,-17,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,42,-18,0,0,N,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,42,-19,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,42,-20,0,0,N,PR
?,MASC,?,?,SING,SING,?,?,NO,YES,46,-21,0,0,N,PR
MASC,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,50,-22,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,38,-23,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,38,-24,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,42,-25,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,YES,68,-26,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,YES,94,-27,0,0,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,YES,70,-28,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,38,-29,0,0,N,PR
FEM,MASC,?,?,SING,SING,?,?,NO,NO,46,-30,0,0,N,N
?,MASC,?,?,?,SING,?,?,NO,NO,42,-31,0,0,N,PR
FEM,FEM,?,?,PLUR,SING,CASE=YES,?,NO,NO,56,14,0,-62,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,56,13,4,-79,N,PR
MASC,FEM,?,?,SING,SING,CASE=YES,?,NO,NO,42,12,2,-153,N,N
FEM,FEM,PERS,?,SING,SING,?,?,NO,NO,59,11,3,-197,N,N
MASC,FEM,FUNC,?,SING,SING,?,?,NO,NO,59,10,3,-219,N,N
MASC,FEM,?,?,SING,SING,CASE=YES,?,NO,NO,45,9,3,-250,N,N
?,FEM,PERS,?,PLUR,SING,?,?,NO,NO,49,8,3,-271,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,47,7,3,-309,N,N
MASC,FEM,FUNC,?,SING,SING,?,?,NO,NO,38,6,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,50,5,4,-337,N,N
MASC,FEM,?,?,PLUR,SING,?,?,NO,NO,47,4,4,-356,N,N
FEM,FEM,?,?,PLUR,SING,?,?,NO,NO,57,3,4,-380,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,61,2,4,-425,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,70,1,0,0,N,N
FEM,FEM,?,?,SING,SING,?,?,YES,YES,100,0,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,55,-1,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,51,-2,0,0,N,N
FEM,FEM,?,?,SING,SING,?,?,NO,NO,44,-3,0,0,N,N
FEM,FEM,?,?,PLUR,SING,CASE=YES,?,NO,NO,50,-4,0,0,N,N
FEM,FEM,?,?,PLUR,SING,?,?,NO,NO,54,-5,0,0,N,N
?,FEM,?,?,?,SING,?,?,NO,NO,53,-6,0,0,N,PR
MASC,FEM,?,?,PLUR,SING,?,?,NO,NO,51,-7,0,0,N,N
MASC,FEM,?,?,PLUR,SING,?,?,NO,NO,53,-8,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,55,-9,0,0,N,PR
?,FEM,?,?,?,SING,?,?,NO,NO,63,-10,0,0,N,PR
?,FEM,?,?,?,SING,?,?,NO,NO,55,-11,0,0,N,PR
?,FEM,?,?,?,SING,?,?,NO,NO,31,-12,0,0,N,N
FEM,FEM,?,?,PLUR,SING,CASE=YES,?,NO,NO,44,-13,0,0,N,N
FEM,FEM,?,?,SING,SING,?,?,NO,NO,60,-14,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,42,-15,0,0,N,N
?,FEM,?,?,SING,SING,?,?,NO,YES,61,-16,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,55,-17,0,0,N,PR
?,FEM,?,?,SING,SING,?,?,NO,NO,48,-18,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,55,-19,0,0,N,PR
?,FEM,?,?,SING,SING,?,?,NO,NO,55,-20,0,0,N,PR
MASC,FEM,?,?,PLUR,SING,CASE=YES,?,NO,NO,54,-21,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,47,-22,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,48,-23,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,55,-24,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,44,-25,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,70,-26,0,0,N,N
FEM,FEM,?,?,SING,SING,?,?,NO,YES,95,-27,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,61,-28,0,0,N,PR
FEM,FEM,?,?,SING,SING,?,?,NO,NO,59,-29,0,0,N,N
?,FEM,?,?,?,SING,?,?,NO,NO,61,-30,0,0,N,PR
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,47,15,0,-62,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,YES,96,14,4,-79,PR,PR
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,41,13,2,-153,PR,N
FEM,MASC,PERS,?,SING,SING,?,?,NO,NO,64,12,3,-197,PR,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,43,11,3,-219,PR,N
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,58,10,3,-250,PR,N
?,MASC,PERS,?,PLUR,SING,?,?,NO,NO,41,9,3,-271,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,8,3,-309,PR,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,42,7,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,6,4,-337,PR,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,53,5,4,-356,PR,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,49,4,4,-380,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,83,3,4,-425,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,38,2,0,0,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,55,1,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,YES,YES,100,0,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,53,-1,0,0,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,43,-2,0,0,PR,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,58,-3,0,0,PR,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,64,-4,0,0,PR,N
?,MASC,?,?,?,SING,?,?,NO,NO,64,-5,0,0,PR,PR
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,48,-6,0,0,PR,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,55,-7,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,75,-8,0,0,PR,PR
?,MASC,?,?,?,SING,?,?,NO,NO,62,-9,0,0,PR,PR
?,MASC,?,?,?,SING,?,?,NO,NO,75,-10,0,0,PR,PR
?,MASC,?,?,?,SING,?,?,NO,NO,22,-11,0,0,PR,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,33,-12,0,0,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,53,-13,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,47,-14,0,0,PR,N
?,MASC,?,?,SING,SING,?,?,NO,NO,67,-15,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,83,-16,0,0,PR,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,67,-17,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,67,-18,0,0,PR,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,67,-19,0,0,PR,PR
MASC,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,56,-20,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,55,-21,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,YES,83,-22,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,75,-23,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,50,-24,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,33,-25,0,0,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,55,-26,0,0,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,75,-27,0,0,PR,PR
FEM,MASC,?,?,SING,SING,?,?,NO,NO,64,-28,0,0,PR,N
?,MASC,?,?,?,SING,?,?,NO,NO,67,-29,0,0,PR,PR
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,50,16,0,-62,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,55,15,4,-79,N,PR
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,49,14,2,-153,N,N
FEM,MASC,PERS,?,SING,SING,?,?,NO,NO,51,13,3,-197,N,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,50,12,3,-219,N,N
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,54,11,3,-250,N,N
?,MASC,PERS,?,PLUR,SING,?,?,NO,NO,48,10,3,-271,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,51,9,3,-309,N,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,42,8,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,43,7,4,-337,N,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,46,6,4,-356,N,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,51,5,4,-380,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,4,4,-425,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,48,3,0,0,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,51,2,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,53,1,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,YES,YES,100,0,0,0,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,43,-1,0,0,N,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,54,-2,0,0,N,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,53,-3,0,0,N,N
?,MASC,?,?,?,SING,?,?,NO,NO,51,-4,0,0,N,PR
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,42,-5,0,0,N,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,46,-6,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,53,-7,0,0,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,50,-8,0,0,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,53,-9,0,0,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,33,-10,0,0,N,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,37,-11,0,0,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,45,-12,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,55,-13,0,0,N,N
?,MASC,?,?,SING,SING,?,?,NO,YES,59,-14,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-15,0,0,N,PR
?,MASC,?,?,SING,SING,?,?,NO,YES,59,-16,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,47,-17,0,0,N,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,53,-18,0,0,N,PR
MASC,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,48,-19,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,56,-20,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,47,-21,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,53,-22,0,0,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,52,-23,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,45,-24,0,0,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,51,-25,0,0,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,53,-26,0,0,N,PR
FEM,MASC,?,?,SING,SING,?,?,NO,NO,58,-27,0,0,N,N
?,MASC,?,?,?,SING,?,?,NO,NO,53,-28,0,0,N,PR
FEM,FEM,?,?,PLUR,SING,CASE=YES,?,NO,NO,46,17,0,-62,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,44,16,4,-79,N,PR
MASC,FEM,?,?,SING,SING,CASE=YES,?,NO,NO,39,15,2,-153,N,N
FEM,FEM,PERS,?,SING,SING,?,?,NO,NO,43,14,3,-197,N,N
MASC,FEM,FUNC,?,SING,SING,?,?,NO,NO,44,13,3,-219,N,N
MASC,FEM,?,?,SING,SING,CASE=YES,?,NO,NO,49,12,3,-250,N,N
?,FEM,PERS,?,PLUR,SING,?,?,NO,NO,33,11,3,-271,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,47,10,3,-309,N,N
MASC,FEM,FUNC,?,SING,SING,?,?,NO,NO,43,9,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,37,8,4,-337,N,N
MASC,FEM,?,?,PLUR,SING,?,?,NO,NO,57,7,4,-356,N,N
FEM,FEM,?,?,PLUR,SING,?,?,NO,NO,41,6,4,-380,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,43,5,4,-425,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,43,4,0,0,N,N
FEM,FEM,?,?,SING,SING,?,?,NO,NO,51,3,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,43,2,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,39,1,0,0,N,N
FEM,FEM,?,?,SING,SING,?,?,YES,YES,100,0,0,0,N,N
FEM,FEM,?,?,PLUR,SING,CASE=YES,?,NO,YES,68,-1,0,0,N,N
FEM,FEM,?,?,PLUR,SING,?,?,NO,YES,60,-2,0,0,N,N
?,FEM,?,?,?,SING,?,?,NO,NO,47,-3,0,0,N,PR
MASC,FEM,?,?,PLUR,SING,?,?,NO,NO,38,-4,0,0,N,N
MASC,FEM,?,?,PLUR,SING,?,?,NO,NO,47,-5,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,39,-6,0,0,N,PR
?,FEM,?,?,?,SING,?,?,NO,NO,42,-7,0,0,N,PR
?,FEM,?,?,?,SING,?,?,NO,NO,39,-8,0,0,N,PR
?,FEM,?,?,?,SING,?,?,NO,NO,35,-9,0,0,N,N
FEM,FEM,?,?,PLUR,SING,CASE=YES,?,NO,NO,36,-10,0,0,N,N
FEM,FEM,?,?,SING,SING,?,?,NO,NO,43,-11,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,46,-12,0,0,N,N
?,FEM,?,?,SING,SING,?,?,NO,NO,39,-13,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,48,-14,0,0,N,PR
?,FEM,?,?,SING,SING,?,?,NO,NO,39,-15,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,39,-16,0,0,N,PR
?,FEM,?,?,SING,SING,?,?,NO,NO,39,-17,0,0,N,PR
MASC,FEM,?,?,PLUR,SING,CASE=YES,?,NO,NO,44,-18,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,47,-19,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,43,-20,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,39,-21,0,0,N,PR
MASC,FEM,?,?,SING,SING,?,?,NO,NO,48,-22,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,40,-23,0,0,N,N
FEM,FEM,?,?,SING,SING,?,?,NO,NO,51,-24,0,0,N,N
MASC,FEM,?,?,SING,SING,?,?,NO,NO,39,-25,0,0,N,PR
FEM,FEM,?,?,SING,SING,?,?,NO,NO,48,-26,0,0,N,N
?,FEM,?,?,?,SING,?,?,NO,NO,39,-27,0,0,N,PR
FEM,FEM,?,?,PLUR,PLUR,CASE=YES,CASE=YES,NO,NO,63,18,0,-62,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,60,17,4,-79,N,PR
MASC,FEM,?,?,SING,PLUR,CASE=YES,CASE=YES,NO,NO,52,16,2,-153,N,N
FEM,FEM,PERS,?,SING,PLUR,?,CASE=YES,NO,NO,62,15,3,-197,N,N
MASC,FEM,FUNC,?,SING,PLUR,?,CASE=YES,NO,NO,53,14,3,-219,N,N
MASC,FEM,?,?,SING,PLUR,CASE=YES,CASE=YES,NO,NO,63,13,3,-250,N,N
?,FEM,PERS,?,PLUR,PLUR,?,CASE=YES,NO,NO,39,12,3,-271,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,61,11,3,-309,N,N
MASC,FEM,FUNC,?,SING,PLUR,?,CASE=YES,NO,NO,53,10,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,47,9,4,-337,N,N
MASC,FEM,?,?,PLUR,PLUR,?,CASE=YES,NO,NO,58,8,4,-356,N,N
FEM,FEM,?,?,PLUR,PLUR,?,CASE=YES,NO,NO,55,7,4,-380,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,58,6,4,-425,N,PR
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,44,5,0,0,N,N
FEM,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,50,4,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,58,3,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,54,2,0,0,N,N
FEM,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,68,1,0,0,N,N
FEM,FEM,?,?,PLUR,PLUR,CASE=YES,CASE=YES,YES,YES,100,0,0,0,N,N
FEM,FEM,?,?,PLUR,PLUR,?,CASE=YES,NO,YES,86,-1,0,0,N,N
?,FEM,?,?,?,PLUR,?,CASE=YES,NO,NO,56,-2,0,0,N,PR
MASC,FEM,?,?,PLUR,PLUR,?,CASE=YES,NO,NO,45,-3,0,0,N,N
MASC,FEM,?,?,PLUR,PLUR,?,CASE=YES,NO,NO,67,-4,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,52,-5,0,0,N,PR
?,FEM,?,?,?,PLUR,?,CASE=YES,NO,NO,55,-6,0,0,N,PR
?,FEM,?,?,?,PLUR,?,CASE=YES,NO,NO,58,-7,0,0,N,PR
?,FEM,?,?,?,PLUR,?,CASE=YES,NO,NO,30,-8,0,0,N,N
FEM,FEM,?,?,PLUR,PLUR,CASE=YES,CASE=YES,NO,NO,42,-9,0,0,N,N
FEM,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,54,-10,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,54,-11,0,0,N,N
?,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,52,-12,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,65,-13,0,0,N,PR
?,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,58,-14,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,58,-15,0,0,N,PR
?,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,58,-16,0,0,N,PR
MASC,FEM,?,?,PLUR,PLUR,CASE=YES,CASE=YES,NO,NO,62,-17,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,50,-18,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,52,-19,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,58,-20,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,56,-21,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,40,-22,0,0,N,N
FEM,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,50,-23,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,52,-24,0,0,N,PR
FEM,FEM,?,?,SING,PLUR,?,CASE=YES,NO,NO,51,-25,0,0,N,N
?,FEM,?,?,?,PLUR,?,CASE=YES,NO,NO,58,-26,0,0,N,PR
FEM,FEM,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,58,19,0,-62,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,67,18,4,-79,N,PR
MASC,FEM,?,?,SING,PLUR,CASE=YES,?,NO,NO,56,17,2,-153,N,N
FEM,FEM,PERS,?,SING,PLUR,?,?,NO,NO,62,16,3,-197,N,N
MASC,FEM,FUNC,?,SING,PLUR,?,?,NO,NO,48,15,3,-219,N,N
MASC,FEM,?,?,SING,PLUR,CASE=YES,?,NO,NO,63,14,3,-250,N,N
?,FEM,PERS,?,PLUR,PLUR,?,?,NO,NO,42,13,3,-271,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,61,12,3,-309,N,N
MASC,FEM,FUNC,?,SING,PLUR,?,?,NO,NO,38,11,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,58,10,4,-337,N,N
MASC,FEM,?,?,PLUR,PLUR,?,?,NO,NO,62,9,4,-356,N,N
FEM,FEM,?,?,PLUR,PLUR,?,?,NO,NO,59,8,4,-380,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,64,7,4,-425,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,46,6,0,0,N,N
FEM,FEM,?,?,SING,PLUR,?,?,NO,NO,54,5,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,64,4,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,58,3,0,0,N,N
FEM,FEM,?,?,SING,PLUR,?,?,NO,NO,60,2,0,0,N,N
FEM,FEM,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,86,1,0,0,N,N
FEM,FEM,?,?,PLUR,PLUR,?,?,YES,YES,100,0,0,0,N,N
?,FEM,?,?,?,PLUR,?,?,NO,NO,62,-1,0,0,N,PR
MASC,FEM,?,?,PLUR,PLUR,?,?,NO,NO,48,-2,0,0,N,N
MASC,FEM,?,?,PLUR,PLUR,?,?,NO,NO,61,-3,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,57,-4,0,0,N,PR
?,FEM,?,?,?,PLUR,?,?,NO,NO,60,-5,0,0,N,PR
?,FEM,?,?,?,PLUR,?,?,NO,NO,64,-6,0,0,N,PR
?,FEM,?,?,?,PLUR,?,?,NO,NO,28,-7,0,0,N,N
FEM,FEM,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,37,-8,0,0,N,N
FEM,FEM,?,?,SING,PLUR,?,?,NO,NO,53,-9,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,63,-10,0,0,N,N
?,FEM,?,?,SING,PLUR,?,?,NO,NO,57,-11,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,71,-12,0,0,N,PR
?,FEM,?,?,SING,PLUR,?,?,NO,NO,64,-13,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,64,-14,0,0,N,PR
?,FEM,?,?,SING,PLUR,?,?,NO,NO,64,-15,0,0,N,PR
MASC,FEM,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,56,-16,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,55,-17,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,57,-18,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,57,-19,0,0,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,67,-20,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,42,-21,0,0,N,N
FEM,FEM,?,?,SING,PLUR,?,?,NO,NO,54,-22,0,0,N,N
